source	target	mutualrank	logrank
SCC2	IMA1	0.02666666666666667	3.624340932976365
IMB2	TOR2	0.07692307692307693	2.5649493574615367
ECM29	CEX1	0.0111731843575419	4.4942386252808095
IMB1	UFD4	0.034482758620689655	3.367295829986474
COPB	IMB4	0.03508771929824561	3.349904087274605
SCC2	DOHH	0.029411764705882353	3.5263605246161616
AP1B1	AP1G1	0.3333333333333333	1.0986122886681098
UFD4	IMB2	0.03225806451612903	3.4339872044851463
CSE1	COPG	0.02857142857142857	3.5553480614894135
SCY1	EF3A	0.009389671361502348	4.66814498514948
GCN1	SHE4	0.03571428571428571	3.332204510175204
LAA1	KA120	0.03225806451612903	3.4339872044851463
VAC8	ATR	0.020618556701030927	3.8815637979434374
IMB4	SHE4	0.025974025974025976	3.6506582412937383
STU2	GCN1	0.07692307692307693	2.5649493574615367
SCC2	AP1G1	0.029411764705882353	3.5263605246161616
ECM29	AP3D	0.04	3.2188758248682006
DOHH	UFD4	0.041666666666666664	3.1780538303479458
RTP1	ECM29	0.0425531914893617	3.1570004211501135
LTN1	MOT1	0.012987012987012988	4.343805421853684
IMB4	AP3D	0.03636363636363636	3.3141860046725258
CND3	RRP12	0.022988505747126436	3.7727609380946383
CND1	VAC14	0.02666666666666667	3.624340932976365
CEX1	VID28	0.009900990099009901	4.61512051684126
UTP10	XPO1	0.03389830508474576	3.3843902633457743
NEW1	UFD4	0.02127659574468085	3.8501476017100584
AP1G1	COPB	0.2	1.6094379124341003
NEW1	EF3B	0.5	0.6931471805599453
RPN2	CND3	0.1	2.3025850929940455
BLM10	IMB3	0.025	3.6888794541139363
UTP10	STU1	0.03333333333333333	3.4011973816621555
IMB3	COPG	0.058823529411764705	2.833213344056216
UTP20	GCN1	1.0	-0.0
IMB4	SXM1	0.14285714285714285	1.9459101490553135
IMB1	AP3D	0.041666666666666664	3.1780538303479458
INO80	MOT1	0.13333333333333333	2.0149030205422647
NMD5	STU2	0.024096385542168676	3.7256934272366524
CND3	AP3D	0.03636363636363636	3.3141860046725258
RPN2	IMA1	0.05714285714285714	2.8622008809294686
IMB3	AP2A	0.03571428571428571	3.332204510175204
SXM1	IPI1	0.02531645569620253	3.676300671907076
UTP20	IMB4	0.11764705882352941	2.1400661634962708
TOR1	IMB3	0.11764705882352941	2.1400661634962708
GCN1	IMB1	0.08	2.5257286443082556
RRP12	AP1B1	0.03773584905660377	3.2771447329921766
AP1B1	RPN2	0.1	2.3025850929940455
UTP10	AP1G1	0.029850746268656716	3.5115454388310208
COPG	COPB	1.0	-0.0
XPO1	ECM29	0.03333333333333333	3.4011973816621555
COPB	TR732	0.0392156862745098	3.2386784521643803
EF3A	FES1	0.017699115044247787	4.034240638152395
IPI1	AP2A	0.022988505747126436	3.7727609380946383
IMB3	VID28	0.03076923076923077	3.481240089335692
USO1	VID28	0.13333333333333333	2.0149030205422647
IMB1	PDS5	0.02666666666666667	3.624340932976365
SCY1	VAC14	0.010256410256410256	4.579852378003801
SIL1	IMA1	0.04081632653061224	3.1986731175506815
TOR1	XPO1	0.02531645569620253	3.676300671907076
IMB3	SHE4	0.03125	3.4657359027997265
NMD5	CEX1	0.01	4.605170185988091
UFD4	CEX1	0.009615384615384616	4.6443908991413725
EF3B	TOR1	0.024390243902439025	3.713572066704308
CEX1	MOT1	0.0078125	4.852030263919617
LAA1	VAC14	0.028169014084507043	3.56953269648137
UTP10	MOT1	0.01904761904761905	3.960813169597578
CND1	AP1G1	0.05714285714285714	2.8622008809294686
TOR1	SHE4	0.027777777777777776	3.58351893845611
MOT1	RRP12	0.019417475728155338	3.9415818076696905
GCN1	HGH1	0.02531645569620253	3.676300671907076
XPO1	NMD5	0.13333333333333333	2.0149030205422647
AP2A	MET18	0.024691358024691357	3.7013019741124937
STU1	IMB4	0.029850746268656716	3.5115454388310208
ECM29	LTN1	0.025974025974025976	3.6506582412937383
FES1	HGH1	0.14285714285714285	1.9459101490553135
AP2B	PDS5	0.05714285714285714	2.8622008809294686
NEW1	STU2	0.028985507246376812	3.5409593240373143
FES1	GCN1	0.024096385542168676	3.7256934272366524
COPB	RPN2	0.10526315789473684	2.2512917986064953
AP3D	NEW1	0.02	3.912023005428146
AP3D	KA120	0.025	3.6888794541139363
SF3B1	SCC3	0.03225806451612903	3.4339872044851463
MET18	TTI1	0.022988505747126436	3.7727609380946383
IMB2	COPG	0.05714285714285714	2.8622008809294686
COPB	SCC2	0.02857142857142857	3.5553480614894135
AP3B	AP1B1	0.3333333333333333	1.0986122886681098
KA120	UTP10	0.05128205128205128	2.9704144655697013
AP1G1	AP3B	0.25	1.3862943611198906
DOHH	IMB3	0.02702702702702703	3.6109179126442243
VID28	IMB1	0.028985507246376812	3.5409593240373143
KA120	PDS5	0.020833333333333332	3.871201010907891
UTP20	IMB3	0.125	2.0794415416798357
VAC14	UTP10	0.07407407407407407	2.6026896854443837
AP3D	AP2A	0.5	0.6931471805599453
IMB3	IMB1	0.4	0.916290731874155
UTP10	AP1B1	0.043478260869565216	3.1354942159291497
SCC2	AP3D	0.03125	3.4657359027997265
AP3D	IMB3	0.041666666666666664	3.1780538303479458
SYO1	USO1	0.04878048780487805	3.0204248861443626
IMB2	HGH1	0.0273972602739726	3.597312260588446
PDS5	ECM29	0.029411764705882353	3.5263605246161616
IMB4	SCC2	0.03076923076923077	3.481240089335692
AP3B	AP2B	0.5	0.6931471805599453
SHE4	IMB2	0.03333333333333333	3.4011973816621555
IMB3	RRP12	0.3333333333333333	1.0986122886681098
IMB1	CEX1	0.01015228426395939	4.590056548178043
CND3	SHE4	0.025	3.6888794541139363
2AAA	LTN1	0.02666666666666667	3.624340932976365
2AAA	PDS5	0.05	2.995732273553991
AP2B	CSE1	0.02631578947368421	3.6375861597263857
MOT1	CHD1	0.07142857142857142	2.639057329615259
GCN1	VAC8	0.05405405405405406	2.917770732084279
AP1B1	DOHH	0.09523809523809523	2.3513752571634776
AP3D	VAC14	0.05714285714285714	2.8622008809294686
AP2A	CEX1	0.01015228426395939	4.590056548178043
HGH1	VAC14	0.021052631578947368	3.8607297110405954
AP1B1	VAC14	0.09523809523809523	2.3513752571634776
IMB1	AP2B	0.038461538461538464	3.258096538021482
FES1	NEW1	0.017094017094017096	4.069026754237811
FES1	STU2	0.028169014084507043	3.56953269648137
CND1	TR732	0.03571428571428571	3.332204510175204
AP2A	GCN1	0.03773584905660377	3.2771447329921766
CEX1	EF3B	0.010638297872340425	4.543294782270004
COPB	VID28	0.047619047619047616	3.044522437723423
MET18	NMD5	0.03389830508474576	3.3843902633457743
SXM1	AP3B	0.024096385542168676	3.7256934272366524
FES1	IMB1	0.025	3.6888794541139363
GCN1	IMB2	0.13333333333333333	2.0149030205422647
USO1	ECM29	0.020618556701030927	3.8815637979434374
IMB2	RRP12	0.06896551724137931	2.6741486494265287
ECM29	AP1G1	0.038461538461538464	3.258096538021482
UTP10	EF3A	0.021739130434782608	3.828641396489095
IMA1	CND1	0.02631578947368421	3.6375861597263857
IPI1	IMA1	0.024691358024691357	3.7013019741124937
2AAA	EF3A	0.024390243902439025	3.713572066704308
SHE4	AP3B	0.03225806451612903	3.4339872044851463
GCN1	UFD4	0.0273972602739726	3.597312260588446
IPI1	2AAA	0.03225806451612903	3.4339872044851463
IMB1	SXM1	0.15384615384615385	1.8718021769015913
AP3D	VAC8	0.0625	2.772588722239781
RRP12	XPO1	0.044444444444444446	3.1135153092103742
IMB2	DOHH	0.03333333333333333	3.4011973816621555
CND3	AP1B1	0.044444444444444446	3.1135153092103742
HGH1	VAC8	0.10526315789473684	2.2512917986064953
XPO1	VAC8	0.021739130434782608	3.828641396489095
VID28	COPG	0.044444444444444446	3.1135153092103742
KA120	CSE1	0.4	0.916290731874155
RRP12	PDS5	0.03389830508474576	3.3843902633457743
TSC11	SCC2	0.03636363636363636	3.3141860046725258
IMA1	PDS5	0.037037037037037035	3.295836866004329
EF3A	AP3B	0.018518518518518517	3.9889840465642745
CLU	RPN6	0.03508771929824561	3.349904087274605
MET18	2AAA	0.06451612903225806	2.740840023925201
CSE1	UTP20	0.05263157894736842	2.9444389791664407
GCN1	AP1B1	0.0625	2.772588722239781
USO1	AP1B1	0.024691358024691357	3.7013019741124937
SCC2	AP2B	0.05128205128205128	2.9704144655697013
TR732	AP3D	0.03225806451612903	3.4339872044851463
MET18	LAA1	0.031746031746031744	3.4499875458315876
NEW1	AP1G1	0.015384615384615385	4.174387269895637
SF3B1	STU2	0.06451612903225806	2.740840023925201
EF3B	DOHH	0.019230769230769232	3.951243718581427
TOR1	IPI1	0.019801980198019802	3.9219733362813143
CSE1	AP1B1	0.02702702702702703	3.6109179126442243
STU1	NMD5	0.022727272727272728	3.784189633918261
IMB1	NEW1	0.022727272727272728	3.784189633918261
FES1	TSC11	0.06896551724137931	2.6741486494265287
CEX1	VAC14	0.011834319526627219	4.436751534363128
COPB	MOT1	0.014184397163120567	4.255612709818223
SCC3	AP1B1	0.03278688524590164	3.417726683613366
VAC14	NEW1	0.031746031746031744	3.4499875458315876
AP3B	PDS5	0.09523809523809523	2.3513752571634776
XPO1	KA120	0.10526315789473684	2.2512917986064953
COPG	NMD5	0.029850746268656716	3.5115454388310208
AP3D	CND1	0.04	3.2188758248682006
2AAA	STU2	0.11764705882352941	2.1400661634962708
UFD4	TOR2	0.024096385542168676	3.7256934272366524
COPB	RTP1	0.03278688524590164	3.417726683613366
TSC11	AP3D	0.030303030303030304	3.4965075614664802
FES1	ECM29	0.02247191011235955	3.7954891891721947
IMB3	SCC3	0.023809523809523808	3.7376696182833684
MET18	SXM1	0.03636363636363636	3.3141860046725258
IMB3	SCC2	0.044444444444444446	3.1135153092103742
ECM29	COPG	0.047619047619047616	3.044522437723423
COPB	IPI1	0.025974025974025976	3.6506582412937383
SCC2	USO1	0.02857142857142857	3.5553480614894135
IMB4	AP2A	0.03225806451612903	3.4339872044851463
EF3A	BLM10	0.023529411764705882	3.7495040759303713
VAC14	KA120	0.04	3.2188758248682006
CND3	IMB4	0.023809523809523808	3.7376696182833684
TOR1	CEX1	0.00975609756097561	4.629862798578463
AP3D	MOT1	0.014598540145985401	4.22683374526818
STU2	MOT1	0.016666666666666666	4.0943445622221
IMA1	MOT1	0.014285714285714285	4.248495242049359
HGH1	CND1	0.029411764705882353	3.5263605246161616
SCY1	CEX1	1.0	-0.0
AP2B	VID28	0.06451612903225806	2.740840023925201
CEX1	VAC8	0.0106951871657754	4.537961436294641
CND3	SF3B1	0.037037037037037035	3.295836866004329
EF3A	AP2B	0.018018018018018018	4.0163830207523885
IMB1	IPI1	0.02531645569620253	3.676300671907076
GCN1	LAA1	0.06060606060606061	2.803360380906535
STU1	VAC14	0.058823529411764705	2.833213344056216
IMB2	VID28	0.034482758620689655	3.367295829986474
AP1B1	IMB3	0.05	2.995732273553991
IMB1	EF3B	0.022727272727272728	3.784189633918261
HSM3	FES1	0.030303030303030304	3.4965075614664802
2AAA	TR732	0.04	3.2188758248682006
DOHH	VID28	0.058823529411764705	2.833213344056216
UTP10	RRP12	0.1	2.3025850929940455
RRP12	KA120	0.0625	2.772588722239781
EF3A	UTP20	0.028169014084507043	3.56953269648137
AP3B	HSM3	0.03389830508474576	3.3843902633457743
ECM29	UTP20	0.11764705882352941	2.1400661634962708
CND3	COPG	0.04081632653061224	3.1986731175506815
EF3B	ECM29	0.02702702702702703	3.6109179126442243
SHE4	RRP12	0.018867924528301886	3.970291913552122
AP3D	IMB2	0.041666666666666664	3.1780538303479458
TOR2	NEW1	0.019230769230769232	3.951243718581427
FES1	AP2A	0.020618556701030927	3.8815637979434374
CSE1	NMD5	0.6666666666666666	0.40546510810816444
TOR1	SXM1	0.03333333333333333	3.4011973816621555
VAC14	IMB4	0.07142857142857142	2.639057329615259
FES1	XPO1	0.02040816326530612	3.891820298110627
KA120	IMA1	0.023809523809523808	3.7376696182833684
MOT1	EF3B	0.014492753623188406	4.23410650459726
FES1	COPG	0.02631578947368421	3.6375861597263857
CSE1	IMB4	0.2222222222222222	1.5040773967762742
AP1G1	IMB1	0.029411764705882353	3.5263605246161616
SXM1	STU2	0.02564102564102564	3.6635616461296463
NMD5	KA120	0.3333333333333333	1.0986122886681098
LAA1	VAC8	0.02127659574468085	3.8501476017100584
PDS5	VAC14	0.04	3.2188758248682006
DOHH	AP3D	0.06666666666666667	2.70805020110221
AP3D	EF3A	0.020833333333333332	3.871201010907891
HGH1	AP1B1	0.029850746268656716	3.5115454388310208
VAC8	AP1B1	0.125	2.0794415416798357
2AAA	EF3B	0.024096385542168676	3.7256934272366524
AP2A	TOR1	0.028169014084507043	3.56953269648137
RRP12	SF3B1	0.09523809523809523	2.3513752571634776
COPG	MOT1	0.016129032258064516	4.127134385045092
CEX1	ATR	0.00904977375565611	4.705015520957807
AP2A	RPN2	0.04	3.2188758248682006
AP1G1	AP3D	0.6666666666666666	0.40546510810816444
STU2	EF3B	0.027777777777777776	3.58351893845611
TOR2	RRP12	0.08695652173913043	2.4423470353692043
IMB1	COPB	0.03636363636363636	3.3141860046725258
TSC11	COPG	0.0273972602739726	3.597312260588446
VAC14	SF3B1	0.1111111111111111	2.1972245773362196
ECM29	IMB2	0.10526315789473684	2.2512917986064953
NEW1	AP1B1	0.019801980198019802	3.9219733362813143
IMB2	EF3A	0.024390243902439025	3.713572066704308
SF3B1	CND1	0.03125	3.4657359027997265
SHE4	IMB1	0.027777777777777776	3.58351893845611
DOHH	PDS5	0.041666666666666664	3.1780538303479458
MOT1	VAC8	0.014084507042253521	4.2626798770413155
PDS5	BLM10	0.031746031746031744	3.4499875458315876
IMB2	UTP10	0.07142857142857142	2.639057329615259
AP2A	SF3B1	0.03773584905660377	3.2771447329921766
RTP1	AP3D	0.0273972602739726	3.597312260588446
MOT1	EF3A	0.014925373134328358	4.204692619390966
CND3	TOR1	0.021739130434782608	3.828641396489095
IMB1	2AAA	0.08333333333333333	2.4849066497880004
SCC2	AP3B	0.037037037037037035	3.295836866004329
RPN2	UFD4	0.024096385542168676	3.7256934272366524
RTP1	MET18	0.05405405405405406	2.917770732084279
UTP20	2AAA	0.07407407407407407	2.6026896854443837
AP2B	TR732	0.031746031746031744	3.4499875458315876
FES1	AP2B	0.02564102564102564	3.6635616461296463
VAC14	EF3B	0.03333333333333333	3.4011973816621555
MET18	ECM29	0.125	2.0794415416798357
VAC8	UFD4	0.16666666666666666	1.791759469228055
CEX1	RTP1	0.010752688172043012	4.532599493153256
AP1G1	TOR1	0.030303030303030304	3.4965075614664802
UTP10	2AAA	0.05714285714285714	2.8622008809294686
2AAA	CND3	0.043478260869565216	3.1354942159291497
ECM29	NMD5	0.047619047619047616	3.044522437723423
IMB3	KA120	0.14285714285714285	1.9459101490553135
STU1	PDS5	0.029850746268656716	3.5115454388310208
HGH1	2AAA	0.03125	3.4657359027997265
CSE1	AP3B	0.030303030303030304	3.4965075614664802
AP2B	RRP12	0.029411764705882353	3.5263605246161616
VID28	UTP20	0.023255813953488372	3.7612001156935624
SCC2	IPI1	0.047619047619047616	3.044522437723423
AP2B	IMB2	0.043478260869565216	3.1354942159291497
DOHH	MOT1	0.013157894736842105	4.330733340286331
CSE1	IMB3	0.15384615384615385	1.8718021769015913
AP3D	IMA1	0.05714285714285714	2.8622008809294686
STU1	EF3A	0.02857142857142857	3.5553480614894135
IMB4	KA120	0.15384615384615385	1.8718021769015913
AP1B1	IMB2	0.05	2.995732273553991
MOT1	AP3B	0.013513513513513514	4.304065093204169
STU2	CND1	0.02564102564102564	3.6635616461296463
MOT1	VAC14	0.018018018018018018	4.0163830207523885
UTP20	DOHH	0.02564102564102564	3.6635616461296463
AP3D	COPB	0.16666666666666666	1.791759469228055
AP2A	AP1B1	0.2222222222222222	1.5040773967762742
IMB4	IPI1	0.02531645569620253	3.676300671907076
GCN1	RRP12	0.18181818181818182	1.7047480922384253
IMB3	2AAA	0.08333333333333333	2.4849066497880004
PDS5	CND3	0.2857142857142857	1.252762968495368
UFD4	SXM1	0.023809523809523808	3.7376696182833684
LTN1	IMB3	0.02531645569620253	3.676300671907076
TSC11	VID28	0.041666666666666664	3.1780538303479458
USO1	MOT1	0.011363636363636364	4.477336814478207
ECM29	2AAA	0.18181818181818182	1.7047480922384253
CEX1	CND3	0.014084507042253521	4.2626798770413155
UTP20	SF3B1	0.1	2.3025850929940455
VPS15	SCY1	0.1111111111111111	2.1972245773362196
IMB4	ECM29	0.15384615384615385	1.8718021769015913
SCY1	NEW1	0.00975609756097561	4.629862798578463
TOR1	IMB2	0.08	2.5257286443082556
2AAA	RPN1	0.03571428571428571	3.332204510175204
SF3B1	TOR2	0.125	2.0794415416798357
UTP10	CSE1	0.046511627906976744	3.068052935133617
MOT1	SHE4	0.01282051282051282	4.356708826689592
STU2	IMB1	0.05714285714285714	2.8622008809294686
SHE4	AP1G1	0.02857142857142857	3.5553480614894135
AP1G1	MET18	0.03125	3.4657359027997265
VAC8	AP2A	0.04878048780487805	3.0204248861443626
IMB2	AP2A	0.03571428571428571	3.332204510175204
AP3B	STU2	0.041666666666666664	3.1780538303479458
KA120	MET18	0.0392156862745098	3.2386784521643803
EF3B	AP2A	0.016	4.135166556742356
MAK21	STU2	0.024691358024691357	3.7013019741124937
